Date,AC,AL,AM,AP,BA,CE,DF,ES,GO,MA,MG,MS,MT,PA,PB,PE,PI,PR,RJ,RN,RO,RR,RS,SC,SE,SP,TO,TOTAL
2020-09-06,25446,80717,123811,44788,271255,222412,169617,115514,147717,158050,234804,54125,98346,208261,109674,132152,82285,143074,232833,64029,58066,45253,143918,189028,73797,855722,56233,4140927
2020-09-07,25472,80786,123905,44881,271963,222473,170806,115802,147933,158310,236012,54363,98709,208562,109707,132420,82567,143853,233067,64097,58237,45302,143956,189477,73903,857330,56550,4150443
2020-09-08,25497,80866,124223,45017,272814,222884,171739,116587,150865,159163,236663,55345,100012,209810,109861,132590,83505,145257,233388,64354,58559,45505,144506,190397,74028,858783,57011,4169229
2020-09-09,25671,81092,124959,45269,275088,223863,172708,117279,154755,160239,238515,56046,101397,211063,110728,133579,84511,146333,233888,64740,59196,45855,147580,192982,74178,866576,58226,4206316
2020-09-10,25880,81330,125660,45547,277327,224847,173631,118147,158548,160968,242533,58304,102846,212430,111496,134619,85228,148333,234828,65099,59620,46102,151396,194176,74443,874754,58985,4247077
2020-09-11,26007,81440,126423,45683,279509,226021,174549,118823,162204,161994,246149,58671,104529,213657,112019,135643,86088,150668,240468,65266,60038,46348,153479,195701,74702,882809,59722,4288610
2020-09-12,26151,82028,126939,45807,281665,227075,175646,119363,162936,162476,250190,59077,105202,214378,112707,136413,86399,152913,240791,65521,60362,46478,156268,197064,74822,890690,60049,4319410
2020-09-13,26169,82230,127132,45871,282517,227449,176837,119557,163535,162583,252263,59408,105445,214808,112962,136672,86541,154171,242506,65584,60484,46545,156907,197745,74890,892257,60362,4333430
2020-09-14,26179,82332,127407,45973,283235,227799,177921,120261,168026,162998,253997,60297,106895,216320,113164,136853,87216,154820,242826,65873,60746,46848,157911,198640,75103,893349,61052,4354041
2020-09-15,26290,82595,128150,46135,285448,229250,178747,120983,171120,163802,255606,60963,108117,217502,113904,137869,87962,155820,244433,66159,61260,47164,160944,200241,75260,901271,61598,4388593
2020-09-16,26466,82983,128851,46284,287685,230406,179823,121719,174795,164770,258595,60963,109442,218460,114583,138568,88674,157330,246197,66159,61619,47398,164377,201682,75399,909428,61598,4424254
